Gender,Age,Height,Weight,family_history_with_overweight,CH2O,FAF,Obesity
1,17,1.79,95.28,1,3,1,0
1,23,1.8,68,1,2,1,0
0,18,1.84,50,0,1,2,0
0,23,1.58,48,1,1,1,0
0,23,1.63,65,1,2,0,0
1,21,1.64,62,1,2,0,0
1,26,1.7,75,1,2,1,0
0,22,1.54,42,1,2,1,0
1,31,1.85,91.5,1,2,1,0
1,20,1.7,65,1,3,1,0
1,26,1.8,87,0,3,2,0
1,17,1.82,58.83,1,2,2,0
0,20,1.59,79.35,1,3,1,0
1,18,1.75,86.96,1,2,1,0
1,18,1.77,51.13,1,3,1,0
0,20,1.57,60,1,2,0,0
0,21,1.65,56,0,2,0,0
0,21,1.75,50,0,3,1,0
1,25,1.72,84.34,1,2,2,0
1,23,1.67,75,1,2,0,0
1,19,1.88,79,1,2,1,0
0,42,1.68,80.73,1,2,1,0
0,21,1.62,58,1,1,1,0
1,32,1.53,42,0,1,0,0
0,23,1.6,60,1,2,0,0
0,22,1.57,58,0,1,2,0
1,23,1.7,55,1,2,2,0
1,18,1.69,87,1,2,1,0
0,21,1.68,75,1,1,1,0
1,27,1.66,78,1,2,0,0
1,19,1.8,85,1,3,2,0
0,20,1.68,77.68,1,3,1,0
1,34,1.77,85,1,2,1,0
0,20,1.66,60,1,3,0,0
1,34,1.86,88.53,1,2,2,0
1,21,1.75,72,1,3,1,0
0,19,1.65,66,0,3,3,0
0,39,1.74,86.93,0,1,3,0
0,18,1.74,50.08,0,2,0,0
0,22,1.64,73.58,1,3,2,0
1,17,1.85,60,0,3,3,0
0,19,1.67,45,0,2,1,0
0,18,1.54,52,0,2,0,0
1,20,1.76,55.51,1,3,2,0
0,21,1.55,62,0,3,1,0
1,19,1.82,85.8,1,2,2,0
0,21,1.65,64,1,2,1,0
0,19,1.6,51,1,3,2,0
1,23,1.76,55,1,2,2,0
0,41,1.65,73,1,1,0,0
0,21,1.6,63,1,3,2,0
1,20,1.84,87.67,0,2,2,0
0,19,1.62,45,0,3,1,0
1,21,1.61,67,1,2,1,0
0,21,1.6,66,1,3,1,0
1,18,1.87,66,1,1,1,0
0,20,1.53,65,1,1,0,0
0,22,1.75,75,1,1,1,0
0,23,1.6,60,1,2,1,0
0,18,1.56,45,1,1,2,0
0,34,1.68,77.39,1,2,1,0
1,18,1.77,50,0,2,2,0
1,20,1.65,65,1,2,1,0
1,18,1.85,88,1,3,3,0
1,22,1.71,75,0,3,1,0
0,21,1.62,55,1,1,1,0
1,19,1.75,55,0,2,2,0
1,23,1.8,75,1,3,1,0
1,17,1.72,66,1,2,1,0
1,19,1.87,75,1,1,1,0
0,17,1.76,50,1,2,2,0
0,22,1.6,67.14,1,2,2,0
0,23,1.56,51,1,1,0,0
1,18,1.8,58,0,2,1,0
1,33,1.85,90,1,2,1,0
0,19,1.7,50,0,1,1,0
1,18,1.7,83,0,2,3,0
1,23,1.7,95,1,3,3,0
1,21,1.81,85.57,0,1,1,0
1,33,1.84,86.98,0,2,1,0
1,20,1.69,68,1,2,1,0
1,17,1.7,58.59,1,2,2,0
1,34,1.77,83.41,1,3,3,0
0,21,1.65,68,0,2,1,0
1,18,1.84,86.24,1,2,1,0
0,21,1.65,67,1,3,1,0
0,21,1.63,42,0,1,1,0
1,18,1.78,79,1,2,1,0
1,19,1.75,80,1,2,1,0
1,23,1.75,89.99,1,2,1,0
1,21,1.75,87.34,1,3,2,0
0,18,1.63,50,1,1,1,0
1,21,1.7,75,1,2,0,0
0,18,1.63,55,1,2,1,0
0,41,1.5,79.25,1,1,0,0
0,18,1.55,80,1,2,1,0
1,23,1.65,60,1,2,1,0
1,21,1.85,64,1,1,2,0
0,19,1.52,61,0,1,0,0
0,19,1.59,56,0,2,1,0
0,20,1.57,49,0,1,3,0
1,25,1.63,64,1,2,2,0
0,18,1.59,48,1,1,1,0
1,18,1.74,86,1,2,2,0
0,22,1.65,58.5,0,2,0,0
1,17,1.81,63.32,1,2,2,0
0,19,1.52,42.3,0,1,1,0
0,21,1.73,78,1,2,2,0
0,20,1.67,50,0,1,2,0
0,23,1.6,61,0,2,2,0
1,15,1.8,58,0,2,2,0
0,20,1.53,65.22,1,2,2,0
1,16,1.7,50,0,2,2,0
0,23,1.72,51.12,1,2,2,0
1,21,1.79,89,1,2,2,0
1,21,1.75,75,1,3,3,0
0,21,1.57,42,0,1,0,0
0,40,1.7,80,1,2,0,0
1,32,1.84,98.26,1,3,1,0
1,19,1.7,78,1,1,1,0
0,21,1.75,77.97,1,2,1,0
1,29,1.77,83,0,3,0,0
0,22,1.74,78.55,1,2,0,0
0,23,1.6,58,1,1,1,0
0,21,1.62,68.98,1,2,1,0
0,22,1.61,66.13,1,2,2,0
0,23,1.68,73.5,1,2,0,0
1,18,1.78,68,1,2,1,0
0,20,1.62,48,0,3,0,0
0,18,1.64,68.39,1,2,1,0
1,21,1.65,67,1,1,1,0
0,18,1.6,66,1,2,2,0
0,27,1.6,59,1,1,1,0
0,21,1.51,64,1,2,0,0
1,21,1.75,62,1,1,1,0
0,21,1.61,61,0,2,1,0
1,22,1.71,66,0,2,1,0
0,33,1.68,77.22,1,2,1,0
1,17,1.8,91,1,2,1,0
1,23,1.66,60,0,1,0,0
1,33,1.72,83,1,2,1,0
0,36,1.65,80,1,2,0,0
0,18,1.5,55.38,0,1,0,0
1,20,1.65,80,1,2,1,0
1,23,1.76,78,1,2,1,0
1,16,1.8,58.59,1,2,0,0
0,21,1.63,75,0,1,1,0
0,19,1.69,49.66,0,1,0,0
1,32,1.76,87.91,1,2,1,0
1,35,1.75,85.3,1,1,0,0
0,18,1.72,52.06,1,2,1,0
0,17,1.64,59,0,2,2,0
0,22,1.58,53.8,1,2,0,0
1,18,1.87,59.26,1,2,2,0
1,18,1.82,59.41,1,1,2,0
1,18,1.75,86.37,1,3,1,0
0,20,1.61,42,0,1,2,0
1,24,1.81,91.5,1,2,1,0
0,19,1.75,49,1,2,3,0
1,33,1.83,99,1,2,1,0
0,22,1.54,42.07,0,1,0,0
1,52,1.72,82,0,1,0,0
1,18,1.8,75,0,2,0,0
0,33,1.48,49,0,2,1,0
1,18,1.71,64,1,3,2,0
1,19,1.75,86,1,2,2,0
1,23,1.75,75,0,2,1,0
1,19,1.76,54.84,1,2,2,0
0,19,1.6,64,0,2,2,0
1,26,1.8,85,1,3,2,0
1,23,1.66,60,1,2,0,0
0,16,1.71,65,1,1,1,0
0,19,1.51,42,0,1,0,0
0,18,1.55,55,0,2,2,0
0,18,1.68,49.93,0,2,2,0
0,19,1.55,56,1,1,0,0
1,27,1.75,78,1,2,2,0
1,19,1.7,79,0,2,2,0
1,18,1.8,72,1,2,2,0
0,18,1.56,50,1,2,0,0
0,18,1.62,50,0,2,1,0
1,23,1.74,51.97,1,2,1,0
1,19,1.75,75,1,2,2,0
1,24,1.78,64,1,2,1,0
0,18,1.56,51,0,1,0,0
0,19,1.6,49,0,2,1,0
1,23,1.71,75.38,1,1,0,0
0,20,1.65,77.39,1,2,0,0
1,22,1.54,62.86,0,2,1,0
1,55,1.75,80,1,2,2,0
1,23,1.72,80.4,1,1,0,0
0,23,1.64,58,0,1,0,0
0,17,1.71,50,0,1,2,0
0,27,1.72,78.44,1,2,1,0
1,19,1.85,85,0,2,2,0
0,23,1.66,53,1,2,3,0
0,21,1.61,68,0,2,1,0
0,17,1.7,85,1,2,1,0
0,31,1.67,71.6,1,3,2,0
1,21,1.71,75,0,3,1,0
0,23,1.65,60,1,2,1,0
1,18,1.69,50,0,2,1,0
1,22,1.7,65,1,2,1,0
0,19,1.65,60,1,1,1,0
0,24,1.65,80,1,2,0,0
1,19,1.8,85,0,2,0,0
0,21,1.68,63,0,1,1,0
0,20,1.74,49.74,1,2,2,0
1,19,1.86,45,1,3,2,0
1,20,1.75,58.33,1,3,2,0
0,18,1.62,52,0,2,1,0
0,16,1.62,59,0,1,1,0
1,23,1.7,90,1,2,1,0
1,19,1.8,85,0,3,1,0
0,21,1.62,70,0,2,1,0
1,29,1.79,72,1,2,0,0
0,17,1.66,55,0,2,2,0
1,21,1.72,51.73,1,1,0,0
1,17,1.74,65,0,1,0,0
1,18,1.74,86.57,1,2,2,0
1,20,1.81,85,1,3,3,0
0,18,1.6,58,1,1,1,0
1,33,1.84,93.5,1,2,1,0
1,18,1.74,80,1,2,2,0
1,32,1.84,92.51,1,1,2,0
1,26,1.78,78,1,2,3,0
1,46,1.69,90,1,1,0,0
0,30,1.65,72,1,3,1,0
0,19,1.66,60,1,2,0,0
0,20,1.78,49.6,0,3,1,0
1,19,1.75,86.96,1,2,1,0
0,20,1.65,72.11,1,2,3,0
1,31,1.71,75.92,1,2,1,0
1,18,1.78,65,1,2,1,0
0,18,1.65,68,0,1,1,0
1,22,1.78,88.43,1,2,0,0
0,22,1.65,77.27,1,2,0,0
1,21,1.84,97.59,1,3,1,0
1,19,1.82,87,1,2,0,0
0,35,1.68,73.81,1,1,2,0
0,22,1.66,58,0,2,1,0
0,41,1.54,77,1,1,0,0
1,18,1.76,68,0,2,1,0
0,20,1.57,50,0,2,2,0
0,38,1.65,79,1,1,0,0
0,17,1.82,61.26,1,3,0,0
1,27,1.75,84.34,1,3,0,0
0,21,1.54,49,1,2,3,0
0,22,1.7,52,0,2,2,0
1,23,1.85,51.46,1,1,1,0
1,26,1.9,70,0,2,2,0
1,21,1.62,68.87,0,2,1,0
0,18,1.73,84.19,1,2,1,0
1,19,1.74,78,1,2,1,0
1,19,1.8,87,0,2,1,0
1,18,1.74,52,0,2,1,0
1,26,1.75,80,1,2,2,0
1,19,1.8,78,1,2,1,0
1,21,1.62,69,0,2,1,0
1,33,1.7,97.59,1,2,1,0
0,23,1.57,50,1,1,2,0
1,19,1.78,69,1,2,2,0
0,19,1.65,77.27,1,2,1,0
0,22,1.49,62.27,1,2,0,0
0,29,1.63,71,0,1,1,0
1,20,1.85,60,0,1,0,0
0,23,1.58,63,0,2,3,0
0,20,1.57,41.71,0,1,0,0
0,18,1.65,55,0,2,1,0
0,21,1.67,66,1,2,1,0
0,18,1.56,51,1,1,2,0
0,20,1.55,49,1,2,0,0
1,19,1.62,69.46,1,2,1,0
0,16,1.7,45,0,2,2,0
0,35,1.69,50,1,2,0,0
0,22,1.61,67.94,1,2,1,0
1,24,1.72,85.26,1,2,1,0
1,18,1.86,86.1,1,1,1,0
0,21,1.62,60,1,1,0,0
0,19,1.7,78,0,2,0,0
1,20,1.75,65,0,2,0,0
0,25,1.6,60,0,1,0,0
0,18,1.65,56,1,2,2,0
0,20,1.61,44.66,0,1,1,0
1,19,1.7,80,0,2,2,0
0,18,1.72,50,0,2,1,0
1,18,1.84,86.96,1,2,3,0
0,16,1.7,65,0,2,2,0
1,25,1.7,68,1,2,0,0
1,22,1.8,91,1,2,2,0
1,29,1.79,89.99,1,2,0,0
0,21,1.69,69,1,2,1,0
1,18,1.74,80,1,3,1,0
0,21,1.75,73,1,2,1,0
1,21,1.77,70,1,3,1,0
1,21,1.7,61,1,2,1,0
1,18,1.7,64,0,1,1,0
1,26,1.7,70,0,1,0,0
0,26,1.74,74.24,1,2,2,0
0,19,1.6,49.93,0,2,2,0
1,23,1.71,65,0,1,2,0
0,21,1.75,77.98,1,2,1,0
0,39,1.6,62,1,1,0,0
0,20,1.56,58,0,2,1,0
1,21,1.75,75,1,2,1,0
0,18,1.66,57,0,2,0,0
1,23,1.7,70,1,2,3,0
1,17,1.8,64,0,2,3,0
0,19,1.5,45,0,2,1,0
0,21,1.58,44,0,2,1,0
0,16,1.6,45,0,1,2,0
0,19,1.57,41.93,0,1,1,0
0,18,1.56,51,1,2,1,0
0,38,1.6,60,1,2,2,0
1,21,1.69,70,1,3,1,0
0,18,1.63,58,1,1,0,0
1,19,1.86,88.43,1,3,1,0
1,20,1.72,78.07,1,2,2,0
1,34,1.65,90,1,2,1,0
1,19,1.62,70,0,1,1,0
0,21,1.65,69.42,1,2,1,0
0,44,1.59,77,1,2,0,0
0,21,1.54,42,0,1,1,0
1,17,1.79,56,1,2,3,0
1,20,1.81,85.32,1,2,3,0
1,34,1.84,91.5,1,1,1,0
0,19,1.54,42,0,1,1,0
1,17,1.82,83,0,2,1,0
0,19,1.7,60,0,2,1,0
1,17,1.8,85,0,2,3,0
1,18,1.7,85,1,2,2,0
1,34,1.75,85.64,1,2,1,0
1,21,1.69,64.4,1,1,0,0
0,21,1.59,52,0,1,0,0
1,21,1.7,75,1,3,1,0
1,20,1.89,66.5,0,2,3,0
1,17,1.8,65,1,2,0,0
0,16,1.69,57,1,2,2,0
0,18,1.7,50,0,2,0,0
0,18,1.5,65,1,1,0,0
1,23,1.65,80,1,3,1,0
0,20,1.53,67.08,1,1,1,0
1,35,1.77,85,1,3,2,0
1,19,1.72,67,0,2,1,0
1,22,1.69,80,1,2,1,0
0,21,1.6,56,1,3,1,0
1,21,1.78,68,1,2,1,0
0,18,1.64,56,1,1,0,0
1,21,1.85,65,1,2,1,0
0,19,1.68,45,0,1,2,0
1,22,1.67,51.44,1,1,0,0
1,18,1.73,65,0,2,1,0
1,21,1.75,55.97,0,2,2,0
0,24,1.6,48,0,1,2,0
1,30,1.83,87.66,0,2,1,0
1,22,1.84,89.8,1,2,0,0
1,23,1.72,62,0,2,0,0
1,18,1.7,50,0,2,1,0
1,35,1.75,75,1,2,3,0
1,23,1.8,68,0,2,1,0
1,18,1.74,50,1,2,1,0
1,21,1.72,72,1,3,3,0
1,23,1.83,83,0,2,0,0
1,19,1.7,65,1,2,1,0
0,16,1.77,45,0,2,2,0
0,20,1.71,49.03,1,1,2,0
1,23,1.65,95,1,3,3,0
0,19,1.6,45,0,2,2,0
1,34,1.7,84,1,3,3,0
1,32,1.84,91.36,1,1,1,0
0,18,1.71,50,0,1,0,0
1,28,1.76,88.12,1,2,1,0
1,23,1.82,91.5,1,1,1,0
0,37,1.53,62.42,1,2,0,0
1,23,1.74,53,1,2,2,0
1,18,1.79,51.52,0,2,1,0
0,37,1.65,73,1,2,1,0
1,18,1.71,50.93,0,1,0,0
1,17,1.76,84.73,1,2,2,0
0,21,1.68,79.17,1,2,0,0
1,23,1.76,89.39,1,2,0,0
1,17,1.82,85,1,2,1,0
1,34,1.7,75,0,2,1,0
0,46,1.57,77.13,1,1,1,0
0,20,1.58,41.7,0,2,0,0
1,33,1.85,85,0,3,3,0
1,18,1.84,58.94,1,2,2,0
0,21,1.61,54.5,1,3,0,0
0,19,1.54,41.32,0,1,0,0
1,21,1.72,80.01,1,2,1,0
1,20,1.85,65,1,3,1,0
1,20,1.58,45,0,1,0,0
1,18,1.84,60,1,2,2,0
1,18,1.75,80.04,1,2,3,0
1,24,1.7,84,1,2,1,0
0,27,1.58,65,1,2,1,0
1,19,1.85,86,0,2,3,0
0,20,1.51,61.1,0,2,1,0
1,33,1.67,99.43,1,1,0,0
0,21,1.6,65,1,2,2,0
0,21,1.7,50,0,1,3,0
1,55,1.66,80,1,2,1,0
0,21,1.6,58,1,3,2,0
1,23,1.7,85,1,3,0,0
0,23,1.6,58,0,2,3,0
1,19,1.82,87,1,3,3,0
1,23,1.78,78,0,1,0,0
1,24,1.7,83,1,2,0,0
0,22,1.65,59,1,2,2,0
0,26,1.53,42,0,1,0,0
0,22,1.7,66,1,2,2,0
0,17,1.66,58,0,1,2,0
1,20,1.7,67,0,2,1,0
1,21,1.61,70,1,2,1,0
0,20,1.65,64,1,2,2,0
1,34,1.75,75,1,2,2,0
0,26,1.56,50,0,2,0,0
0,17,1.59,51,0,2,2,0
0,39,1.67,76.64,1,1,0,0
1,34,1.7,84,0,2,3,0
0,22,1.72,51.49,1,1,2,0
1,18,1.75,85,1,3,1,0
1,27,1.82,90,1,2,1,0
1,20,1.8,87.27,1,2,1,0
0,19,1.62,45,0,2,3,0
1,21,1.65,88,1,2,1,0
0,32,1.65,74.15,1,1,1,0
1,21,1.72,65,1,2,2,0
1,33,1.75,85,1,2,1,0
0,20,1.54,41.97,0,1,0,0
0,24,1.6,45,1,2,1,0
1,23,1.71,80.41,1,2,3,0
0,22,1.6,69.55,1,3,2,0
1,18,1.71,51.55,0,2,1,0
1,21,1.7,80.56,1,2,2,0
0,34,1.65,74.8,1,2,0,0
1,23,1.78,89,1,2,0,0
0,21,1.62,60,1,2,0,0
0,19,1.55,49,0,2,2,0
1,18,1.69,80.31,1,3,2,0
1,21,1.8,80,1,2,3,0
1,28,1.76,113.71,1,2,2,0
0,23,1.71,51.11,1,3,1,0
0,19,1.55,42.07,0,2,1,0
0,23,1.6,66,1,2,1,0
1,21,1.62,68,0,3,1,0
0,18,1.56,50,0,1,1,0
0,20,1.5,57,1,3,2,0
0,23,1.72,78,1,2,0,0
1,20,1.85,60,1,2,2,0
1,33,1.69,83,1,2,2,0
0,20,1.56,62.34,0,1,0,0
1,24,1.65,70,1,3,1,0
0,22,1.74,51.46,1,2,0,0
0,18,1.59,44.32,0,3,2,0
1,19,1.82,87.86,1,2,0,0
1,21,1.65,78,1,3,1,0
0,25,1.58,64.71,1,2,1,0
0,18,1.73,50,0,2,2,0
1,21,1.8,68,1,2,3,0
0,23,1.63,55,1,2,3,0
1,17,1.85,60,1,2,3,0
0,21,1.56,50,0,1,2,0
1,20,1.7,60,1,3,0,0
1,21,1.71,72,1,2,1,0
1,16,1.65,60,0,1,0,0
0,36,1.5,80,1,1,1,0
0,19,1.56,42,0,2,1,0
1,25,1.67,67,1,2,0,0
1,20,1.73,85.2,1,3,1,0
1,20,1.85,85,0,2,0,0
1,23,1.87,70,1,3,2,0
0,18,1.7,56,1,2,2,0
1,18,1.71,50.93,1,1,0,0
0,26,1.65,60,1,2,1,0
1,21,1.63,70,0,2,1,0
0,27,1.62,68,0,2,1,0
1,18,1.8,68,0,2,2,0
1,18,1.73,70,0,1,2,0
1,21,1.7,87,1,2,3,0
0,18,1.6,60,1,2,1,0
1,21,1.85,75,1,2,1,0
0,17,1.71,50,0,1,1,0
0,23,1.63,63,0,1,0,0
0,23,1.64,56,1,2,0,0
1,22,1.73,82.37,1,2,2,0
0,38,1.74,79,1,1,0,0
1,22,1.62,56,1,2,1,0
0,26,1.76,60,1,2,0,0
1,26,1.78,88.97,1,3,2,0
0,21,1.62,53,1,2,1,0
0,20,1.61,66.62,1,2,2,0
1,18,1.75,80,0,2,1,0
0,31,1.69,73.94,1,2,2,0
1,18,1.71,51.12,1,2,0,0
1,17,1.69,59.61,1,2,2,0
0,18,1.69,51.52,0,2,1,0
0,23,1.68,80,1,2,1,0
1,18,1.62,70,0,1,1,0
0,18,1.6,40.34,0,1,2,0
0,18,1.66,56,0,1,1,0
0,19,1.56,44.19,0,1,1,0
0,23,1.74,84.73,1,2,0,0
0,33,1.65,66,0,2,0,0
1,22,1.75,75,0,2,3,0
0,20,1.56,42.37,0,1,0,0
0,19,1.64,42,0,3,0,0
0,18,1.65,58,0,2,2,0
1,18,1.7,60,1,2,0,0
0,16,1.6,57,0,2,0,0
1,23,1.82,58.59,1,2,0,0
0,23,1.7,50,0,1,2,0
0,20,1.59,50,1,2,2,0
0,18,1.71,50.93,0,1,2,0
1,35,1.69,80.54,1,2,1,0
0,20,1.76,53.7,1,2,3,0
0,35,1.75,77,1,3,1,0
0,22,1.61,53.8,1,2,0,0
0,20,1.53,40.34,0,1,0,0
1,19,1.72,85,0,2,2,0
0,21,1.82,50,1,1,0,0
1,27,1.72,83.79,1,2,2,0
1,20,1.53,65,1,1,1,0
0,17,1.6,45,0,1,1,0
0,17,1.61,65,0,1,2,0
1,22,1.85,60,1,3,2,0
1,19,1.8,85.2,1,2,2,0
0,23,1.6,63.18,0,2,0,0
1,17,1.86,58.85,1,2,2,0
1,20,1.83,70,1,2,2,0
0,22,1.64,58,1,1,0,0
0,21,1.6,60,1,3,1,0
1,21,1.6,66,0,2,2,0
1,25,1.71,75.4,1,3,1,0
0,20,1.5,60,1,2,3,0
0,23,1.59,45,0,2,1,0
1,18,1.78,55,1,2,2,0
1,23,1.7,69,0,1,2,0
0,17,1.58,53.5,1,2,1,0
1,17,1.86,59.26,1,3,2,0
1,18,1.75,57.26,1,2,1,0
0,23,1.66,51.46,1,2,1,0
1,33,1.71,83,1,2,1,0
0,20,1.71,50,1,1,1,0
0,21,1.65,80,1,2,3,0
0,21,1.59,48,1,1,0,0
1,18,1.74,50.95,1,2,1,0
1,33,1.85,66.5,0,2,2,0
0,18,1.62,69.64,0,2,0,0
1,17,1.7,50,1,2,3,0
0,17,1.73,65,1,2,1,0
0,18,1.65,58,1,1,1,0
0,23,1.75,53.66,1,2,2,0
1,18,1.72,52.29,1,2,0,0
1,21,1.75,71,1,2,2,0
1,21,1.71,80,1,2,3,0
1,21,1.7,70,1,1,1,0
1,18,1.72,71,0,2,2,0
0,21,1.74,78.66,1,2,1,0
0,21,1.53,45,0,3,2,0
1,34,1.72,83.29,1,3,1,0
1,20,1.75,79,0,2,2,0
0,21,1.61,64,1,1,0,0
0,17,1.56,49,1,2,3,0
1,19,1.72,79.86,1,2,2,0
1,27,1.75,83,1,2,1,0
1,20,1.75,75,1,1,2,0
1,55,1.7,80,0,3,3,0
0,38,1.51,63.18,1,1,0,0
0,18,1.74,51.6,0,2,1,0
1,30,1.68,89.75,1,1,0,0
0,18,1.52,55,1,2,0,0
0,22,1.61,62,1,3,1,0
1,20,1.7,80,1,3,2,0
0,34,1.73,74.24,1,1,0,0
0,19,1.57,58,0,2,1,0
0,23,1.63,56,1,2,2,0
0,19,1.56,58,0,1,2,0
1,19,1.67,79,1,1,1,0
1,18,1.68,70,1,2,1,0
1,21,1.64,70,0,3,1,0
0,31,1.7,78.97,1,2,0,0
0,23,1.58,44.66,0,1,1,0
0,21,1.57,41.67,0,1,0,0
0,23,1.63,56,1,2,1,0
1,27,1.77,85.23,1,3,1,0
1,23,1.62,58,1,1,3,0
1,33,1.75,84,1,2,3,0
1,23,1.72,84,1,2,0,0
0,35,1.69,78.55,1,2,1,0
1,19,1.83,82,1,2,2,0
0,27,1.65,74,1,2,0,0
1,32,1.66,73.81,1,1,1,0
1,19,1.82,75,1,2,1,0
0,18,1.6,51,0,2,0,0
1,33,1.85,97,1,1,1,0
1,23,1.75,60,0,2,0,0
0,23,1.59,47,1,2,2,0
1,19,1.67,60,0,3,3,0
1,34,1.68,91.63,1,1,2,0
0,23,1.7,60,0,1,3,0
0,24,1.76,78.43,1,2,1,0
0,19,1.69,65,1,1,1,0
0,20,1.67,49.74,0,2,2,0
1,19,1.7,85,1,2,1,0
1,18,1.78,50.87,0,2,1,0
1,30,1.84,92,1,2,1,0
1,20,1.75,85,0,2,3,0
1,20,1.75,75,0,3,1,0
1,26,1.7,68,0,2,1,0
0,18,1.72,52,0,2,0,0
1,17,1.8,95,1,3,3,0
0,19,1.58,45,1,2,0,0
1,18,1.7,83.01,1,2,0,0
1,18,1.71,51.06,1,2,1,0
1,17,1.77,59.9,1,2,1,0
1,21,1.7,75,0,2,1,0
1,20,1.67,80,1,3,2,0
1,18,1.7,55.3,0,2,2,0
0,18,1.7,50,0,2,0,0
0,20,1.75,55,1,3,2,0
0,18,1.54,57,1,2,0,0
0,26,1.6,59,1,2,1,0
0,20,1.57,49.03,0,1,2,0
0,19,1.62,45,1,2,0,0
0,27,1.86,87.68,0,2,3,0
0,21,1.5,65,1,2,0,0
1,23,1.78,81.28,1,2,1,0
0,20,1.58,53,1,2,1,0
0,22,1.71,50.08,0,3,1,0
1,23,1.68,65,0,2,0,0
1,14,1.71,72,1,3,2,0
0,29,1.61,69.46,1,2,1,0
0,19,1.67,49.94,1,2,2,0
0,18,1.5,50,1,2,0,0
1,19,1.72,70,0,2,1,0
0,39,1.51,63.89,1,2,0,0
1,22,1.7,52.51,0,2,0,0
0,18,1.65,56,1,1,1,0
0,21,1.69,50,0,1,1,0
0,19,1.6,45,1,2,1,0
0,23,1.67,63.2,1,2,2,0
1,21,1.76,75,1,2,3,0
0,22,1.58,48,1,2,3,0
1,22,1.87,89.8,1,2,0,0
1,24,1.85,95,1,3,1,0
0,23,1.52,42,1,1,0,0
1,17,1.65,85,1,2,1,0
0,17,1.6,65,0,2,1,0
1,20,1.76,66,1,2,1,0
1,18,1.8,85,1,2,1,0
1,21,1.89,75,1,2,1,0
1,19,1.72,75,1,2,1,0
1,19,1.7,78,0,1,1,0
0,24,1.55,49,0,2,2,0
0,19,1.56,42,0,1,0,0
1,23,1.73,89.25,1,2,1,0
1,28,1.82,87.11,0,3,2,0
1,20,1.82,71,0,2,2,0
1,19,1.7,75,0,2,1,0
1,27,1.83,99,1,2,2,0
0,38,1.58,62.88,1,1,1,0
1,21,1.67,60,0,2,0,0
0,21,1.63,56,1,3,0,0
1,23,1.84,58.85,1,2,2,0
0,17,1.65,58,0,1,1,0
1,18,1.75,54.12,1,2,2,0
0,23,1.6,53,0,2,1,0
0,20,1.78,49.11,1,3,2,0
1,22,1.85,90,1,2,0,0
1,19,1.72,68,0,2,1,0
1,33,1.69,83,1,3,2,0
1,23,1.78,80,1,2,1,0
1,21,1.7,78,1,2,0,0
0,20,1.7,45,0,2,1,0
0,33,1.5,53,1,1,1,0
1,29,1.68,68,0,2,0,0
1,23,1.75,87.68,1,2,1,0
1,21,1.71,75.69,1,1,0,0
1,55,1.65,80,1,2,1,0
1,20,1.8,85.69,1,3,2,0
0,17,1.69,60,1,1,2,0
0,38,1.75,80,1,2,3,0
0,21,1.64,66,1,2,1,0
0,23,1.56,42.99,0,2,1,0
1,22,1.6,55,0,1,0,0
1,55,1.67,80.4,1,2,1,0
0,21,1.62,53,0,2,1,0
1,17,1.72,53,0,2,1,0
0,19,1.66,49.93,0,2,2,0
1,23,1.79,80,1,2,2,0
1,21,1.7,70,1,1,0,0
1,17,1.7,85,1,3,3,0
1,19,1.86,86,1,2,3,0
1,20,1.91,64,0,2,2,0
1,21,1.75,78,0,2,1,0
0,16,1.62,67.14,0,2,3,0
0,50,1.7,80,1,2,1,0
0,35,1.7,80,1,2,0,0
1,27,1.82,87.11,0,1,2,0
0,21,1.63,42,0,1,0,0
1,26,1.7,70,0,3,3,0
1,55,1.65,80,1,2,3,0
0,20,1.55,62.63,0,3,0,0
1,21,1.67,67,1,2,1,0
1,23,1.7,86,0,1,0,0
0,17,1.6,57,1,2,2,0
1,19,1.7,65,1,2,2,0
1,21,1.7,70,1,3,2,0
1,21,1.75,75,0,3,3,0
1,21,1.91,89.74,1,2,2,0
0,21,1.73,75.14,1,2,1,0
1,20,1.8,85.3,1,3,2,0
1,21,1.72,52,0,1,0,0
1,21,1.77,89.28,1,2,1,0
0,17,1.56,45,0,1,1,0
1,17,1.8,55,0,2,1,0
0,31,1.64,73.51,1,2,1,0
0,21,1.63,55,1,2,1,0
1,33,1.85,85,1,1,1,0
0,19,1.62,53,1,1,1,0
0,22,1.65,58,1,2,0,0
0,21,1.72,80.54,1,3,1,0
1,33,1.84,84,1,3,2,0
0,27,1.75,79,0,1,1,0
1,23,1.85,89.8,1,2,0,0
0,19,1.59,49,1,2,1,0
0,18,1.76,50,1,1,1,0
1,21,1.76,75,1,2,1,0
0,21,1.61,65,0,2,1,0
0,19,1.72,49.93,0,2,2,0
0,21,1.6,45,0,2,2,0
1,20,1.72,70,1,1,1,0
1,24,1.75,75,1,2,2,0
1,33,1.68,73.92,1,2,1,0
1,33,1.84,97.03,1,2,1,0
0,25,1.65,56,0,2,0,0
1,18,1.82,79.76,1,2,1,0
1,21,1.71,75,1,3,1,0
0,20,1.67,58,0,2,2,0
1,20,1.71,71,1,3,2,0
0,19,1.58,44.64,0,3,1,0
0,19,1.56,50,0,2,1,0
0,20,1.74,53.7,0,1,2,0
0,20,1.55,50,1,1,0,0
1,22,1.8,89.07,1,2,1,0
0,19,1.53,42,0,2,0,0
1,16,1.82,71,1,2,3,0
1,22,1.7,75,1,3,1,0
